ATC code_L1,href_L1,name_L1,ATC code_L2,href_L2,name_L2,ATC code_L3,href_L3,name_L3,ATC code_L4,href_L4,name_L4,ATC code_L5,Name_L5,DDD_L5,U_L5,Adm.R_L5,Note_L5,href_L5,flag_DDD
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AA,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,Caries prophylactic agents,A01AA01,sodium fluoride,1.1,mg,O,0.5 mg fluoride,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AA,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,Caries prophylactic agents,A01AA02,sodium monofluorophosphate,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AA,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,Caries prophylactic agents,A01AA03,olaflur,1.1,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AA,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,Caries prophylactic agents,A01AA04,stannous fluoride,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AA,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,Caries prophylactic agents,A01AA30,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AA,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,Caries prophylactic agents,A01AA51,"sodium fluoride, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A01AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB02,hydrogen peroxide,60,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB03,chlorhexidine,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB04,amphotericin B,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB05,polynoxylin,0.18,g,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB06,domiphen,3,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB07,oxyquinoline,80,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB08,neomycin,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB09,miconazole,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB10,natamycin,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB11,various,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB12,hexetidine,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB13,tetracycline,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB14,benzoxonium chloride,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB15,tibezonium iodide,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB16,mepartricin,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB19,sodium perborate,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB21,chlortetracycline,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB23,minocycline,1,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB24,octenidine,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AB,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,Antiinfectives and antiseptics for local oral treatment,A01AB25,oxytetracycline,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AC,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,Corticosteroids for local oral treatment,A01AC01,triamcinolone,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AC,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,Corticosteroids for local oral treatment,A01AC02,dexamethasone,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AC,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,Corticosteroids for local oral treatment,A01AC03,hydrocortisone,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AC,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,Corticosteroids for local oral treatment,A01AC04,prednisolone,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AC,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,Corticosteroids for local oral treatment,A01AC54,"prednisolone, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A01AC&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AD,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,Other agents for local oral treatment,A01AD01,epinephrine,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AD,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,Other agents for local oral treatment,A01AD02,benzydamine,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AD,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,Other agents for local oral treatment,A01AD05,acetylsalicylic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AD,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,Other agents for local oral treatment,A01AD06,adrenalone,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AD,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,Other agents for local oral treatment,A01AD07,amlexanox,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AD,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,Other agents for local oral treatment,A01AD08,becaplermin,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A01,https://www.whocc.no/atc_ddd_index/?code=A01&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01A,https://www.whocc.no/atc_ddd_index/?code=A01A&showdescription=no,STOMATOLOGICAL PREPARATIONS,A01AD,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,Other agents for local oral treatment,A01AD11,various,,,,,https://www.whocc.no/atc_ddd_index/?code=A01AD&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AA,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,Magnesium compounds,A02AA01,magnesium carbonate,,,,,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AA,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,Magnesium compounds,A02AA02,magnesium oxide,,,,,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AA,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,Magnesium compounds,A02AA03,magnesium peroxide,,,,,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AA,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,Magnesium compounds,A02AA04,magnesium hydroxide,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AA,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,Magnesium compounds,A02AA05,magnesium silicate,,,,,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AA,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,Magnesium compounds,A02AA10,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=A02AA&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AB,https://www.whocc.no/atc_ddd_index/?code=A02AB&showdescription=no,Aluminium compounds,A02AB01,aluminium hydroxide,,,,,https://www.whocc.no/atc_ddd_index/?code=A02AB&showdescription=no,0
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AB,https://www.whocc.no/atc_ddd_index/?code=A02AB&showdescription=no,Aluminium compounds,A02AB02,algeldrate,5,g,O,,https://www.whocc.no/atc_ddd_index/?code=A02AB&showdescription=no,1
A,https://www.whocc.no/atc_ddd_index/?code=A&showdescription=no,ALIMENTARY TRACT AND METABOLISM,A02,https://www.whocc.no/atc_ddd_index/?code=A02&showdescription=no,DRUGS FOR ACID RELATED DISORDERS,A02A,https://www.whocc.no/atc_ddd_index/?code=A02A&showdescription=no,ANTACIDS,A02AB,https://www.whocc.no/atc_ddd_index/?code=A02AB&showdescription=no,Aluminium compounds,A02AB03,aluminium phosphate,,,,,https://www.whocc.no/atc_ddd_index/?code=A02AB&showdescription=no,0
