ATC code_L1,href_L1,name_L1,ATC code_L2,href_L2,name_L2,ATC code_L3,href_L3,name_L3,ATC code_L4,href_L4,name_L4,ATC code_L5,Name_L5,DDD_L5,U_L5,Adm.R_L5,Note_L5,href_L5,flag_DDD
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CE,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no,Beta-lactamase sensitive penicillins,J01CE09,procaine benzylpenicillin,0.6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CE,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no,Beta-lactamase sensitive penicillins,J01CE10,benzathine phenoxymethylpenicillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CE,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no,Beta-lactamase sensitive penicillins,J01CE30,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=J01CE&showdescription=no,0
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF01,dicloxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF01,dicloxacillin,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF02,cloxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF02,cloxacillin,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF03,meticillin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF04,oxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF04,oxacillin,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF05,flucloxacillin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF05,flucloxacillin,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,Beta-lactamase resistant penicillins,J01CF06,nafcillin,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CF&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CG,https://www.whocc.no/atc_ddd_index/?code=J01CG&showdescription=no,Beta-lactamase inhibitors,J01CG01,sulbactam,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01CG&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CG,https://www.whocc.no/atc_ddd_index/?code=J01CG&showdescription=no,Beta-lactamase inhibitors,J01CG02,tazobactam,,,,,https://www.whocc.no/atc_ddd_index/?code=J01CG&showdescription=no,0
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR01,ampicillin and beta-lactamase inhibitor,6,g,P,Refers to ampicillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR02,amoxicillin and beta-lactamase inhibitor,1.5,g,O,Refers to amoxicillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR02,amoxicillin and beta-lactamase inhibitor,3,g,P,Refers to amoxicillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR03,ticarcillin and beta-lactamase inhibitor,15,g,P,Refers to ticarcillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR04,sultamicillin,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR05,piperacillin and beta-lactamase inhibitor,14,g,P,Refers to piperacillin,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,https://www.whocc.no/atc_ddd_index/?code=J01C&showdescription=no,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR50,combinations of penicillins,,,,,https://www.whocc.no/atc_ddd_index/?code=J01CR&showdescription=no,0
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB01,cefalexin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB02,cefaloridine,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB03,cefalotin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB04,cefazolin,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB05,cefadroxil,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB06,cefazedone,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB07,cefatrizine,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB08,cefapirin,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB09,cefradine,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB09,cefradine,2,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB10,cefacetrile,,,,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,0
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB11,cefroxadine,2.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,First-generation cephalosporins,J01DB12,ceftezole,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DB&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC01,cefoxitin,6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC02,cefuroxime,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC02,cefuroxime,3,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC03,cefamandole,6,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC04,cefaclor,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC05,cefotetan,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC06,cefonicid,1,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC07,cefotiam,1.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC07,cefotiam,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC08,loracarbef,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC09,cefmetazole,4,g,P,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
J,https://www.whocc.no/atc_ddd_index/?code=J&showdescription=no,ANTIINFECTIVES FOR SYSTEMIC USE,J01,https://www.whocc.no/atc_ddd_index/?code=J01&showdescription=no,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,https://www.whocc.no/atc_ddd_index/?code=J01D&showdescription=no,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,Second-generation cephalosporins,J01DC10,cefprozil,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=J01DC&showdescription=no,1
